0.425641	0.390327	0.390327	0.389824	0.389824	
0.474563	0.526207	0.403434	0.401355	0.475847	
0.927246	0.824380	0.450212	0.475847	0.422946	
0.506368	0.469852	0.474367	0.390327	0.407545	
0.469647	0.455117	0.450719	0.432666	0.405310	
0.496810	0.469647	0.389824	0.483554	0.469121	
0.617314	0.502983	0.504423	0.484553	0.443517	
0.432175	0.428946	0.464865	0.456747	0.416700	
0.511536	0.515943	0.487480	0.438600	0.418687	
0.390327	0.441242	0.414624	0.467357	0.408419	
0.656369	0.507727	0.489971	0.409760	0.491595	
0.477442	0.478436	0.447671	0.403013	0.441906	
1.676247	0.463351	0.504619	0.480952	0.408419	
0.515943	0.431095	0.467693	0.408419	0.500934	
0.421463	0.471139	0.413237	0.742542	0.419226	
0.528029	0.471993	0.503884	0.447316	0.463286	
0.608520	0.487480	0.486005	0.487480	0.408419	
0.469852	0.725998	0.428946	0.390327	0.528095	
0.424389	0.480952	0.415039	0.415039	0.440614	
0.507390	0.414626	0.390327	0.433761	0.390327	
0.471993	0.488232	0.509872	0.505548	0.403434	
0.428630	0.432489	0.506390	0.419226	0.465461	
0.450526	0.486005	0.408419	0.426094	0.390327	
0.595766	0.602010	0.473078	0.504423	0.433529	
4.005831	0.506390	0.421463	0.433710	0.400340	
0.481046	0.414627	0.504004	0.390327	0.428487	
0.414626	0.496474	0.477244	0.456747	0.361322	
0.498153	0.490300	0.433761	0.477244	0.403013	
1.250623	0.437202	0.480952	0.403434	0.402611	
0.486005	0.470744	0.419226	0.390327	0.475762	
0.487480	0.569459	0.495510	0.574165	0.390327	
0.463351	0.450868	0.464865	0.441439	0.538652	
0.935054	0.469647	1.264514	0.402611	0.448221	
0.585690	0.464865	0.409760	0.432482	0.505503	
0.461713	0.464673	0.390327	0.439203	0.402611	
0.466875	0.390327	0.444957	0.476403	0.388183	
0.647819	0.498153	0.390327	0.432666	0.444739	
0.428946	0.519514	0.480952	0.628769	0.416827	
1.290682	0.474367	0.486005	0.409760	0.435051	
3.702424	0.421463	0.432666	0.487480	0.452590	
0.577927	0.459829	0.475760	0.428946	0.413819	
0.549553	0.602485	0.651363	0.433761	0.439203	
0.464865	0.450526	0.413819	0.419226	0.409760	
2.406980	0.608521	0.521753	0.408419	0.526431	
0.491809	0.481507	0.602474	0.456747	0.456747	
0.544013	0.489538	0.483554	0.405310	0.676370	
2.355688	0.550792	0.478436	0.390327	0.426094	
0.510202	0.544013	0.456747	0.413819	0.408086	
0.786257	0.534820	0.471993	0.403434	0.462505	
0.519514	0.475722	0.488232	0.491239	0.483757	
