6.928288	5.548322	5.531998	5.406215	5.495143	5.491018	6.255901	5.339956	6.009344	5.348262	5.297362	5.260150	4.974923	4.765362	5.110059	5.320253	5.411362	5.239791	5.129023	5.037425	5.591541	5.273428	5.062487	4.982428	5.445910	5.365625	5.002291	5.330376	5.011211	5.007365	5.428037	5.486640	5.049166	4.868435	4.652652	4.899251	5.168739	5.119576	5.012953	4.845984	5.088571	5.200935	5.156013	4.613336	4.754092	4.775288	5.091319	4.794125	5.160380	5.131602	
14.815681	10.425049	6.953860	6.234690	5.971286	5.622363	5.861890	5.914793	5.493558	5.687442	5.466994	4.945016	5.752084	5.409249	4.949519	5.162196	5.203542	5.412543	4.809726	5.135799	5.127512	5.309830	5.061034	5.180887	5.191348	4.973409	4.894554	4.682402	5.036600	4.801352	5.174360	5.020152	5.610394	4.922392	5.014132	4.960270	4.898956	4.786845	5.178677	4.801330	5.142770	4.856800	4.818101	5.039697	4.908475	4.985274	5.048942	5.257995	4.635275	5.157497	
10.669044	8.651672	7.613064	6.142171	6.927687	5.934887	5.526809	5.546722	4.773973	5.920140	5.299573	5.684107	4.965278	4.955710	5.628636	5.035259	5.259953	5.272955	5.264964	5.251955	5.133923	5.009623	5.296978	5.155228	5.455246	4.914133	5.402837	5.053249	5.151009	4.817487	5.288554	4.995488	5.318058	5.000631	5.068248	5.098294	5.102324	4.631780	5.233349	5.082046	5.097464	5.168180	4.961225	5.109531	4.894849	4.985704	4.989792	4.879054	5.197679	5.057663	
9.483182	5.885696	5.734012	6.063583	6.630798	5.978479	5.790796	5.735711	6.086894	5.561960	5.546600	5.380371	5.570967	5.377791	4.890900	5.234688	4.965272	4.819993	5.114334	5.100934	5.026459	5.614628	5.853471	5.127170	5.158871	5.182441	5.202514	5.243999	5.003306	5.157259	5.088076	4.877318	5.010587	5.341711	5.333272	5.016240	4.893085	5.300446	5.107088	5.136003	5.042835	5.021442	4.698107	4.827934	4.932439	4.921979	4.974224	5.080617	4.920040	4.886524	
6.899846	7.311388	6.723462	6.286508	6.106870	5.952759	6.291913	5.504121	5.835430	5.464396	5.057303	5.378079	5.469111	5.006241	5.244548	4.933340	5.622228	5.566913	5.407769	5.209979	4.906331	5.309329	5.193759	5.071191	4.823252	4.983503	4.904398	5.009514	5.137511	5.181549	5.082335	4.730670	5.102914	5.270771	5.383604	5.177125	4.949371	5.161693	5.250382	5.039549	4.833528	5.067092	5.291194	4.999691	5.024201	5.109710	4.633611	4.787553	5.292907	5.050896	
14.934437	8.173782	8.220394	6.275710	5.844415	6.070681	5.276933	6.019050	6.441986	5.548337	5.623490	5.534013	5.698958	5.195943	5.278978	5.399760	5.165701	5.312824	5.376343	5.311370	5.253589	4.971959	4.871397	5.185219	5.359904	5.323602	5.116898	5.259880	5.154764	5.198853	4.771785	5.147259	4.926028	5.242436	5.211958	5.184156	4.988608	5.173174	5.030784	5.303377	5.302043	4.878479	5.293776	4.922948	5.045400	5.049738	5.032522	5.005620	4.775766	4.924538	
11.039396	6.491600	6.106457	5.745345	5.595102	6.049148	5.271932	6.766031	5.538510	5.960666	6.109564	5.268079	5.479567	5.142688	5.242745	5.305285	4.841826	5.522444	5.375844	5.690402	5.513556	4.743860	5.361814	5.206627	5.091644	4.943067	4.982252	5.239061	5.260551	5.031158	5.366750	4.797195	5.399053	5.112859	5.225251	5.086349	5.518064	5.130906	4.970879	4.838263	4.878443	4.855707	5.384167	4.903882	5.184437	5.111275	5.095549	4.982834	5.205431	5.142301	
17.941322	8.704545	6.421595	6.115269	5.729251	5.851325	5.723123	5.264140	5.820827	5.687493	5.211838	4.939666	5.653205	5.815155	5.376717	5.001385	5.388499	4.895497	4.881491	5.069092	5.128593	5.107609	5.149671	5.003501	5.120496	5.320706	4.843436	5.028586	5.332280	5.572970	5.172538	5.086174	5.069191	4.910359	4.976084	5.039872	5.092393	5.054931	4.944746	4.737652	4.703645	5.061657	4.990342	4.969295	4.604041	4.954139	4.643859	4.982741	4.792182	4.871019	
6.984001	6.641558	6.455098	5.706980	7.940478	6.636173	5.451397	5.842533	5.673279	5.706844	5.319387	5.470782	4.841883	5.385583	5.363094	5.206214	5.282783	5.251224	4.947650	5.112438	5.698233	5.157081	5.107484	5.103265	5.218274	4.866652	5.281367	4.798217	4.841028	5.178302	5.258246	4.885368	5.028227	5.278405	5.028735	4.978888	4.828406	4.883608	5.123298	5.330378	5.295416	4.769116	5.123763	4.869464	5.263647	5.003168	4.613828	4.873326	4.746309	4.934959	
7.622906	6.098277	9.452914	6.747354	5.794539	5.345216	5.871903	5.952533	5.837393	5.445281	5.838729	5.502778	5.936293	5.193411	5.313551	5.121802	4.987043	5.200603	5.489594	5.249330	5.301906	5.048771	5.285666	4.776804	4.981226	4.933410	4.869661	5.370431	5.143445	5.393687	5.471738	4.804391	5.322257	5.102021	5.064889	5.104622	5.298013	5.253614	4.987587	5.253616	4.871068	5.142993	5.130905	4.985115	4.929425	4.928202	4.782679	5.326961	4.875723	4.798685	
6.549669	7.256000	6.037916	6.471133	6.521393	8.006757	5.557329	5.724004	5.883539	5.806645	5.706380	5.608535	5.583145	5.643139	5.131313	5.394182	5.111070	5.075272	5.315248	4.799492	5.062277	5.100020	5.213426	5.359588	5.513562	5.259219	5.242277	5.143485	5.280543	5.349632	4.870599	5.125608	4.795216	5.086004	4.845926	5.165650	4.872712	5.126705	5.295111	5.154816	5.303037	5.039057	4.924289	5.174159	5.132700	5.139697	5.093391	5.161688	4.964694	4.806354	
7.447083	6.611427	5.547371	7.215666	6.753491	5.800342	5.802078	5.871707	5.441602	5.860414	5.638699	5.757155	5.462643	5.535801	5.430699	4.832689	5.470797	5.092954	5.374015	4.825411	5.182995	5.058406	5.156626	5.245866	5.425772	4.968981	5.195891	5.314255	4.848651	5.040282	5.091984	5.083959	5.398489	4.875369	5.367486	5.294453	5.051002	5.033703	4.973379	5.013934	5.011618	5.182439	4.894671	5.205221	5.100724	4.875832	5.049671	5.015297	5.015075	5.028212	
6.633788	5.508710	7.333431	6.181957	5.767826	5.823067	5.377021	5.652139	6.404855	5.431517	5.418921	5.480053	5.050259	5.561105	4.981407	5.551437	5.349689	5.005753	5.401716	5.106974	4.947601	5.289591	5.325055	5.248499	5.022577	5.077720	5.056872	4.965727	5.034622	5.195427	5.111784	5.300115	5.142193	4.957145	4.606755	4.925615	4.767649	5.111215	4.947859	5.376826	5.076945	5.040789	4.613848	5.211317	5.121094	5.126599	4.788479	4.998495	4.815199	4.897175	
6.974331	13.749172	7.292874	5.572716	5.961894	5.869390	5.796522	6.461976	6.116808	5.686985	5.312133	5.273344	5.409896	5.429128	5.312149	5.432594	5.041482	5.274670	4.976256	5.456364	5.213168	5.746091	4.963689	5.107185	5.193092	5.009237	5.034289	5.243036	4.811676	5.265244	4.943099	4.866976	5.079985	5.427733	5.300355	4.968874	4.972877	4.815183	4.754194	5.033763	5.062973	5.324401	5.149164	5.422163	4.603948	5.133301	5.006106	5.120241	5.051197	5.062578	
