0.787618	0.787618	0.488873	0.488873	0.787618	
0.139467	0.725670	0.787618	0.959707	0.725670	
0.651123	0.082871	0.959707	0.049109	0.787618	
0.143332	0.725670	0.787618	0.139467	0.787618	
0.049109	0.209373	0.235129	0.719385	0.895570	
0.850971	0.488873	0.209373	0.725670	0.488873	
0.143332	0.959707	0.787618	0.787618	0.192072	
0.895570	0.741082	0.725670	0.719385	0.787618	
0.177213	0.082871	0.488873	0.787618	0.725670	
0.192072	0.956450	0.209373	0.209373	0.787618	
0.927936	0.049109	0.850971	0.850971	0.787618	
0.082871	0.139467	0.651123	0.235129	0.850971	
0.959707	0.956450	0.073624	0.209373	0.787618	
0.543594	0.787618	0.209373	0.895570	0.209373	
0.435521	0.192072	0.488873	0.049109	0.787618	
0.209373	0.956450	0.787618	0.192072	0.787618	
0.082871	0.057731	0.082871	0.209373	0.787618	
0.073624	0.895570	0.787618	0.651123	0.787618	
0.073624	0.959707	0.959707	0.725670	0.787618	
0.956450	0.787618	0.192072	0.787618	0.192072	
0.260345	0.143332	0.192072	0.725670	0.725670	
0.192072	0.972098	0.049109	0.651123	0.651123	
0.057731	0.209373	0.787618	0.787618	0.049109	
0.640177	0.073624	0.959707	0.787618	0.787618	
0.972098	0.073624	0.139467	0.725670	0.719385	
0.956450	0.927936	0.787618	0.192072	0.787618	
0.488873	0.651123	0.725670	0.787618	0.651123	
0.414127	0.192072	0.651123	0.651123	0.651123	
0.725670	0.073624	0.725670	0.787618	0.959707	
0.850971	0.049109	0.787618	0.959707	0.787618	
0.170034	0.488873	0.049109	0.787618	0.725670	
0.209373	0.741082	0.787618	0.209373	0.725670	
0.850971	0.841420	0.787618	0.192072	0.725670	
0.741082	0.850971	0.710727	0.347846	0.725670	
0.488873	0.787618	0.787618	0.787618	0.725670	
0.787618	0.543594	0.725670	0.725670	0.787618	
0.435521	0.787618	0.235129	0.787618	0.488873	
0.139467	0.073624	0.139467	0.787618	0.787618	
0.725670	0.057731	0.850971	0.553838	0.462843	
0.073624	0.235129	0.082871	0.787618	0.235129	
0.260345	0.462801	0.895570	0.651123	0.787618	
0.540761	0.488873	0.192072	0.787618	0.553838	
0.651123	0.651123	0.049109	0.850971	0.787618	
0.640177	0.177213	0.209373	0.850971	0.787618	
0.652223	0.049109	0.725670	0.725670	0.375231	
0.281750	0.209373	0.719385	0.488873	0.139467	
0.455279	0.082871	0.787618	0.787618	0.787618	
0.841420	0.725670	0.651123	0.787618	0.049109	
0.082871	0.209373	0.725670	0.787618	0.787618	
0.895570	0.260345	0.192072	0.209373	0.951025	
