0.240570	0.240570	0.367703	0.367703	0.240570	
0.445810	0.700512	0.240570	0.751027	0.700512	
0.279295	0.700512	0.751027	0.831761	0.240570	
0.092132	0.419583	0.240570	0.798964	0.240570	
0.831761	0.287050	0.287050	0.367703	0.831761	
0.880125	0.367703	0.848304	0.419583	0.367703	
0.419583	0.751027	0.962721	0.240570	0.313819	
0.055642	0.977952	0.700512	0.367703	0.240570	
0.482497	0.965293	0.367703	0.287050	0.700512	
0.313819	0.836912	0.977952	0.848304	0.240570	
0.204940	0.831761	0.880125	0.880125	0.240570	
0.965293	0.798964	0.962721	0.287050	0.880125	
0.751027	0.836912	0.977952	0.848304	0.240570	
0.798964	0.962721	0.848304	0.831761	0.848304	
0.534735	0.313819	0.836912	0.831761	0.240570	
0.848304	0.836912	0.240570	0.313819	0.240570	
0.965293	0.230836	0.965293	0.848304	0.240570	
0.287050	0.055642	0.240570	0.962721	0.240570	
0.977952	0.751027	0.751027	0.700512	0.287050	
0.836912	0.240570	0.313819	0.240570	0.313819	
0.840561	0.367703	0.313819	0.700512	0.700512	
0.313819	0.153740	0.831761	0.962721	0.720264	
0.230836	0.848304	0.240570	0.240570	0.831761	
0.279295	0.977952	0.751027	0.240570	0.367703	
0.153740	0.287050	0.798964	0.700512	0.367703	
0.836912	0.204940	0.240570	0.313819	0.240570	
0.367703	0.962721	0.700512	0.240570	0.962721	
0.798964	0.313819	0.962721	0.962721	0.962721	
0.700512	0.977952	0.700512	0.240570	0.751027	
0.880125	0.831761	0.240570	0.751027	0.240570	
0.700512	0.367703	0.831761	0.240570	0.700512	
0.848304	0.977952	0.240570	0.047773	0.700512	
0.246887	0.074038	0.240570	0.313819	0.859523	
0.977952	0.880125	0.287050	0.240570	0.700512	
0.367703	0.240570	0.240570	0.240570	0.700512	
0.240570	0.798964	0.419583	0.700512	0.240570	
0.534735	0.240570	0.287050	0.240570	0.367703	
0.445810	0.977952	0.798964	0.240570	0.240570	
0.419583	0.230836	0.880125	0.751027	0.962721	
0.287050	0.287050	0.965293	0.240570	0.287050	
0.840561	0.419583	0.055642	0.720264	0.240570	
0.343094	0.367703	0.313819	0.240570	0.751027	
0.962721	0.962721	0.831761	0.880125	0.240570	
0.872180	0.482497	0.848304	0.880125	0.240570	
0.095567	0.831761	0.700512	0.700512	0.700512	
0.215949	0.848304	0.367703	0.367703	0.798964	
0.965228	0.818688	0.240570	0.240570	0.287050	
0.074038	0.700512	0.962721	0.240570	0.831761	
0.965293	0.848304	0.700512	0.240570	0.240570	
0.055642	0.840561	0.313819	0.848304	0.720264	
