0.476853	0.476853	0.433169	0.181423	0.476853	0.476853	0.286687	0.286687	0.476853	0.286687	0.242334	0.476853	0.286687	0.286687	0.476853	0.242334	0.286687	0.476853	0.286687	0.476853	0.286687	0.476853	0.242334	0.286687	0.242334	0.476853	0.476853	0.476853	0.242334	0.476853	0.242334	0.476853	0.476853	0.286687	0.476853	0.561761	0.242334	0.598854	0.476853	0.174230	0.476853	0.476853	0.362888	0.476853	0.174230	0.362888	0.341594	0.341594	0.362888	0.476853	
0.908509	0.476853	0.722730	0.947594	0.027100	0.476853	0.181423	0.286687	0.433169	0.476853	0.476853	0.476853	0.476853	0.242334	0.286687	0.286687	0.476853	0.286687	0.286687	0.476853	0.476853	0.476853	0.476853	0.286687	0.476853	0.286687	0.286687	0.286687	0.286687	0.286687	0.286687	0.242334	0.660696	0.476853	0.362888	0.286687	0.598854	0.660696	0.930167	0.286687	0.598854	0.476853	0.476853	0.476853	0.561761	0.174230	0.341594	0.532799	0.341594	0.341594	
0.400272	0.253613	0.491071	0.476853	0.137948	0.181423	0.027100	0.286687	0.181423	0.286687	0.286687	0.286687	0.433169	0.286687	0.621919	0.286687	0.242334	0.286687	0.286687	0.286687	0.286687	0.677506	0.286687	0.242334	0.476853	0.286687	0.242334	0.476853	0.242334	0.476853	0.286687	0.561761	0.286687	0.362888	0.520041	0.476853	0.904008	0.242334	0.286687	0.262930	0.594958	0.591753	0.476853	0.362888	0.476853	0.341594	0.124719	0.174230	0.476853	0.341594	
0.491071	0.947594	0.072167	0.027100	0.561862	0.476853	0.181423	0.476853	0.286687	0.286687	0.286687	0.286687	0.476853	0.476853	0.286687	0.621919	0.286687	0.242334	0.286687	0.476853	0.476853	0.286687	0.286687	0.286687	0.476853	0.476853	0.242334	0.476853	0.242334	0.476853	0.242334	0.286687	0.362888	0.242334	0.242334	0.476853	0.561761	0.476853	0.242334	0.476853	0.476853	0.598854	0.262930	0.591753	0.476853	0.476853	0.532799	0.341594	0.476853	0.476853	
0.476853	0.286687	0.908509	0.286687	0.027100	0.286687	0.103560	0.476853	0.286687	0.476853	0.286687	0.286687	0.242334	0.286687	0.286687	0.242334	0.286687	0.286687	0.476853	0.476853	0.286687	0.242334	0.242334	0.476853	0.242334	0.242334	0.242334	0.476853	0.476853	0.476853	0.286687	0.476853	0.242334	0.242334	0.476853	0.476853	0.286687	0.242334	0.598854	0.561761	0.476853	0.476853	0.598854	0.098678	0.598854	0.362888	0.476853	0.294770	0.362888	0.341594	
0.550147	0.908509	0.433169	0.476853	0.253613	0.181423	0.476853	0.286687	0.286687	0.286687	0.476853	0.242334	0.286687	0.286687	0.705411	0.476853	0.286687	0.476853	0.286687	0.476853	0.286687	0.476853	0.286687	0.476853	0.286687	0.286687	0.748720	0.286687	0.476853	0.286687	0.286687	0.660696	0.286687	0.242334	0.242334	0.476853	0.286687	0.561761	0.476853	0.930167	0.174230	0.098678	0.561761	0.591753	0.476853	0.476853	0.098678	0.341594	0.476853	0.341594	
0.119482	0.573530	0.947594	0.705411	0.947594	0.476853	0.286687	0.433169	0.476853	0.286687	0.476853	0.705411	0.242334	0.476853	0.286687	0.286687	0.286687	0.476853	0.476853	0.286687	0.242334	0.476853	0.476853	0.242334	0.242334	0.476853	0.286687	0.476853	0.286687	0.476853	0.476853	0.476853	0.504412	0.286687	0.242334	0.242334	0.362888	0.476853	0.242334	0.098678	0.591753	0.594958	0.561761	0.591753	0.476853	0.476853	0.174230	0.532799	0.174230	0.341594	
0.072167	0.734519	0.640354	0.253613	0.027100	0.476853	0.476853	0.476853	0.242334	0.476853	0.208448	0.286687	0.604152	0.286687	0.286687	0.286687	0.476853	0.476853	0.286687	0.286687	0.476853	0.286687	0.476853	0.476853	0.242334	0.286687	0.286687	0.286687	0.242334	0.242334	0.286687	0.476853	0.242334	0.286687	0.476853	0.476853	0.362888	0.476853	0.242334	0.598854	0.591753	0.598854	0.476853	0.591753	0.476853	0.341594	0.362888	0.362888	0.341594	0.476853	
0.415642	0.491071	0.734519	0.947594	0.476853	0.433169	0.286687	0.476853	0.027100	0.286687	0.286687	0.286687	0.242334	0.242334	0.275270	0.433169	0.476853	0.476853	0.286687	0.476853	0.476853	0.476853	0.476853	0.286687	0.286687	0.286687	0.286687	0.286687	0.561761	0.476853	0.476853	0.362888	0.561761	0.286687	0.476853	0.476853	0.476853	0.904008	0.476853	0.476853	0.098678	0.476853	0.476853	0.476853	0.174230	0.362888	0.476853	0.098678	0.294770	0.476853	
0.561862	0.491071	0.491071	0.027100	0.286687	0.657588	0.476853	0.286687	0.476853	0.286687	0.286687	0.286687	0.705411	0.286687	0.286687	0.476853	0.476853	0.286687	0.242334	0.286687	0.286687	0.242334	0.476853	0.476853	0.242334	0.561761	0.561761	0.476853	0.242334	0.242334	0.242334	0.242334	0.362888	0.362888	0.239692	0.242334	0.561761	0.174230	0.476853	0.561761	0.561761	0.476853	0.598854	0.362888	0.591753	0.476853	0.362888	0.476853	0.362888	0.532799	
