0.534976	0.534976	0.740813	0.740813	0.534976	
0.270392	0.302820	0.534976	0.346402	0.534976	
0.002126	0.302820	0.346402	0.650642	0.534976	
0.216637	0.015624	0.534976	0.552757	0.534976	
0.570208	0.137810	0.137810	0.740813	0.650642	
0.650642	0.740813	0.076605	0.534976	0.556743	
0.084081	0.537434	0.769655	0.302820	0.740813	
0.746671	0.346402	0.302820	0.534976	0.534976	
0.102134	0.145595	0.534976	0.137810	0.534976	
0.982687	0.516244	0.346402	0.650642	0.650642	
0.939403	0.570208	0.650642	0.650642	0.740813	
0.089495	0.543179	0.556743	0.137810	0.650642	
0.537434	0.534976	0.346402	0.650642	0.534976	
0.983162	0.891455	0.650642	0.650642	0.650642	
0.270392	0.270392	0.516244	0.650642	0.534976	
0.823961	0.552757	0.556743	0.740813	0.534976	
0.145595	0.769655	0.145595	0.650642	0.534976	
0.049056	0.746671	0.534976	0.740813	0.534976	
0.346402	0.537434	0.537434	0.534976	0.137810	
0.623825	0.534976	0.982687	0.534976	0.534976	
0.346402	0.868555	0.015624	0.302820	0.302820	
0.982687	0.731706	0.650642	0.891455	0.891455	
0.769655	0.650642	0.534976	0.534976	0.650642	
0.891455	0.270392	0.537434	0.556743	0.740813	
0.731706	0.137810	0.552757	0.137810	0.534976	
0.623825	0.076605	0.534976	0.534976	0.534976	
0.740813	0.891455	0.302820	0.534976	0.891455	
0.543179	0.982687	0.891455	0.556743	0.556743	
0.302820	0.346402	0.302820	0.534976	0.346402	
0.553433	0.650642	0.534976	0.302820	0.302820	
0.302820	0.534976	0.731706	0.534976	0.534976	
0.076605	0.346402	0.534976	0.650642	0.302820	
0.650642	0.553433	0.534976	0.982687	0.302820	
0.346402	0.650642	0.137810	0.534976	0.137810	
0.868555	0.534976	0.534976	0.534976	0.302820	
0.534976	0.556743	0.015624	0.302820	0.534976	
0.270392	0.534976	0.137810	0.534976	0.740813	
0.138279	0.346402	0.543179	0.534976	0.534976	
0.015624	0.769655	0.650642	0.537434	0.556743	
0.137810	0.137810	0.145595	0.534976	0.137810	
0.469212	0.015624	0.746671	0.891455	0.534976	
0.995786	0.740813	0.982687	0.534976	0.537434	
0.891455	0.891455	0.650642	0.650642	0.393574	
0.209706	0.102134	0.650642	0.650642	0.453555	
0.552757	0.570208	0.302820	0.302820	0.534976	
0.516244	0.076605	0.740813	0.740813	0.552757	
0.089495	0.089495	0.534976	0.534976	0.137810	
0.553433	0.302820	0.891455	0.534976	0.650642	
0.145595	0.823961	0.302820	0.534976	0.534976	
0.746671	0.346402	0.270392	0.650642	0.891455	
