0.414127	0.192072	0.959707	0.435521	0.435521	0.787618	0.192072	0.192072	0.435521	0.787618	0.620196	0.164558	0.787618	0.655354	0.190763	0.693902	0.693902	0.435521	0.518987	0.787618	0.435521	0.693902	0.435521	0.693902	0.435521	0.375713	0.824342	0.435521	0.435521	0.190763	0.375713	0.375713	0.435521	0.540437	0.375713	0.375713	0.375713	0.375713	0.375713	0.375713	0.375713	0.375713	0.540437	0.375713	0.540437	0.375713	0.375713	0.540437	0.375713	0.533680	0.540437	0.540437	0.533680	0.540437	0.375713	0.533680	0.533680	0.533680	0.533680	0.533680	0.533680	0.533680	0.533680	0.540437	0.533680	0.540437	0.375713	0.328571	0.375713	0.375713	0.394665	0.241677	0.540437	0.394665	0.241677	0.540437	0.595333	0.241677	0.540437	0.540437	0.241677	0.241677	0.595333	0.540437	0.241677	0.241677	0.241677	0.241677	0.595333	0.241677	0.595333	0.241677	0.241677	0.595333	0.595333	0.241677	0.595333	0.595333	0.512484	0.073157	
0.143332	0.414127	0.850971	0.730708	0.730708	0.062319	0.730708	0.655354	0.787618	0.655354	0.620196	0.435521	0.787618	0.236308	0.655354	0.590866	0.190763	0.190763	0.190763	0.693902	0.435521	0.190763	0.435521	0.190763	0.190763	0.244172	0.375713	0.375713	0.128960	0.435521	0.375713	0.375713	0.375713	0.375713	0.375713	0.375713	0.375713	0.540437	0.065140	0.540437	0.375713	0.065140	0.540437	0.375713	0.257243	0.540437	0.375713	0.375713	0.375713	0.375713	0.257243	0.540437	0.375713	0.533680	0.251091	0.065140	0.375713	0.394095	0.100238	0.533680	0.375713	0.540437	0.533680	0.533680	0.540437	0.540437	0.533680	0.375713	0.540437	0.375713	0.540437	0.394665	0.540437	0.394665	0.595333	0.375713	0.540437	0.241677	0.241677	0.241677	0.540437	0.383759	0.595333	0.595333	0.595333	0.241677	0.241677	0.241677	0.383759	0.241677	0.383759	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	
0.192072	0.143332	0.177213	0.435521	0.435521	0.192072	0.062319	0.192072	0.590866	0.620196	0.435521	0.787618	0.236308	0.787618	0.787618	0.435521	0.435521	0.006467	0.435521	0.518987	0.435521	0.190763	0.375713	0.375713	0.375713	0.375713	0.375713	0.435521	0.435521	0.375713	0.435521	0.435521	0.375713	0.375713	0.435521	0.540437	0.540437	0.375713	0.056212	0.540437	0.010249	0.375713	0.375713	0.540437	0.375713	0.375713	0.375713	0.056212	0.375713	0.540437	0.989567	0.375713	0.251091	0.065140	0.251091	0.375713	0.394095	0.540437	0.100238	0.533680	0.375713	0.375713	0.375713	0.065140	0.375713	0.533680	0.540437	0.540437	0.533680	0.540437	0.375713	0.241677	0.394665	0.540437	0.595333	0.394665	0.241677	0.595333	0.540437	0.540437	0.241677	0.241677	0.540437	0.595333	0.595333	0.241677	0.595333	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	0.580718	0.241677	0.241677	0.512484	
0.089791	0.192072	0.192072	0.850971	0.730708	0.730708	0.787618	0.192072	0.435521	0.655354	0.073624	0.590866	0.787618	0.787618	0.435521	0.693902	0.787618	0.435521	0.375713	0.435521	0.518987	0.693902	0.435521	0.190763	0.435521	0.435521	0.375713	0.435521	0.244172	0.435521	0.435521	0.375713	0.375713	0.435521	0.375713	0.375713	0.375713	0.065140	0.375713	0.375713	0.375713	0.375713	0.375713	0.065140	0.540437	0.375713	0.487232	0.540437	0.065140	0.145926	0.533680	0.257243	0.251091	0.540437	0.375713	0.540437	0.540437	0.375713	0.065140	0.533680	0.533680	0.533680	0.533680	0.533680	0.595333	0.049848	0.375713	0.595333	0.533680	0.595333	0.533680	0.394665	0.540437	0.540437	0.595333	0.375713	0.595333	0.540437	0.375713	0.241677	0.595333	0.595333	0.595333	0.241677	0.595333	0.383759	0.595333	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	
0.455279	0.730708	0.455279	0.289054	0.455279	0.192072	0.435521	0.435521	0.850971	0.435521	0.655354	0.655354	0.787618	0.133312	0.190763	0.236308	0.190763	0.787618	0.518987	0.190763	0.435521	0.435521	0.435521	0.375713	0.435521	0.190763	0.375713	0.550896	0.435521	0.435521	0.329900	0.364316	0.611884	0.435521	0.375713	0.375713	0.375713	0.540437	0.540437	0.540437	0.375713	0.375713	0.375713	0.375713	0.065140	0.375713	0.065140	0.375713	0.375713	0.533680	0.540437	0.375713	0.251091	0.540437	0.540437	0.540437	0.065140	0.533680	0.533680	0.533680	0.533680	0.533680	0.281046	0.533680	0.375713	0.375713	0.375713	0.375713	0.595333	0.394665	0.241677	0.540437	0.241677	0.540437	0.808953	0.595333	0.540437	0.375713	0.375713	0.540437	0.375713	0.595333	0.241677	0.241677	0.241677	0.241677	0.383759	0.595333	0.241677	0.241677	0.040771	0.595333	0.241677	0.241677	0.241677	0.241677	0.595333	0.241677	0.241677	0.241677	
0.435521	0.260345	0.414127	0.177213	0.655354	0.414127	0.435521	0.787618	0.192072	0.435521	0.133312	0.787618	0.655354	0.787618	0.655354	0.787618	0.435521	0.190763	0.192072	0.435521	0.190763	0.375713	0.190763	0.435521	0.435521	0.435521	0.375713	0.375713	0.375713	0.375713	0.435521	0.375713	0.435521	0.375713	0.540437	0.375713	0.375713	0.540437	0.540437	0.010249	0.065140	0.540437	0.375713	0.375713	0.540437	0.257243	0.375713	0.540437	0.540437	0.375713	0.375713	0.375713	0.065140	0.375713	0.375713	0.533680	0.375713	0.375713	0.065140	0.100238	0.026839	0.375713	0.533680	0.375713	0.375713	0.375713	0.049848	0.375713	0.375713	0.375713	0.241677	0.595333	0.540437	0.375713	0.540437	0.375713	0.241677	0.159973	0.241677	0.375713	0.241677	0.540437	0.375713	0.241677	0.241677	0.383759	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	0.595333	0.241677	0.595333	0.241677	0.241677	0.595333	0.241677	0.730306	
0.837462	0.730708	0.959707	0.073624	0.062319	0.435521	0.435521	0.655354	0.164558	0.455279	0.787618	0.435521	0.435521	0.787618	0.073624	0.236308	0.518987	0.375713	0.787618	0.190763	0.787618	0.375713	0.693902	0.435521	0.435521	0.375713	0.435521	0.375713	0.190763	0.435521	0.375713	0.435521	0.375713	0.375713	0.435521	0.375713	0.540437	0.375713	0.375713	0.375713	0.375713	0.375713	0.375713	0.375713	0.375713	0.065140	0.375713	0.065140	0.375713	0.375713	0.251091	0.533680	0.540437	0.065140	0.375713	0.100238	0.533680	0.533680	0.375713	0.533680	0.540437	0.026839	0.533680	0.375713	0.375713	0.540437	0.540437	0.328571	0.540437	0.328571	0.241677	0.375713	0.540437	0.394665	0.241677	0.241677	0.241677	0.595333	0.375713	0.595333	0.595333	0.241677	0.540437	0.595333	0.540437	0.595333	0.241677	0.241677	0.595333	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	0.595333	0.241677	0.241677	
0.139467	0.435521	0.192072	0.651123	0.850971	0.062319	0.192072	0.435521	0.435521	0.620196	0.620196	0.529382	0.787618	0.192072	0.073624	0.655354	0.787618	0.190763	0.375713	0.435521	0.518987	0.375713	0.375713	0.435521	0.435521	0.244172	0.435521	0.518730	0.375713	0.375713	0.893693	0.375713	0.375713	0.375713	0.375713	0.375713	0.194773	0.375713	0.375713	0.540437	0.540437	0.056212	0.495986	0.375713	0.375713	0.375713	0.375713	0.375713	0.375713	0.375713	0.375713	0.375713	0.533680	0.065140	0.533680	0.540437	0.540437	0.540437	0.533680	0.375713	0.540437	0.533680	0.540437	0.375713	0.533680	0.533680	0.533680	0.540437	0.540437	0.375713	0.241677	0.159973	0.241677	0.241677	0.241677	0.595333	0.241677	0.540437	0.595333	0.540437	0.540437	0.241677	0.241677	0.595333	0.241677	0.595333	0.383759	0.241677	0.241677	0.241677	0.241677	0.383759	0.241677	0.241677	0.241677	0.241677	0.241677	0.595333	0.241677	0.241677	
0.177213	0.895570	0.177213	0.192072	0.787618	0.850971	0.414127	0.435521	0.435521	0.133312	0.655354	0.190763	0.073624	0.787618	0.518987	0.192072	0.192072	0.375713	0.269094	0.435521	0.435521	0.435521	0.375713	0.190763	0.375713	0.435521	0.375713	0.435521	0.435521	0.375713	0.375713	0.375713	0.375713	0.435521	0.375713	0.375713	0.375713	0.540437	0.375713	0.375713	0.375713	0.065140	0.375713	0.540437	0.375713	0.375713	0.001850	0.065140	0.257243	0.533680	0.375713	0.540437	0.540437	0.375713	0.375713	0.065140	0.540437	0.375713	0.533680	0.100238	0.533680	0.375713	0.533680	0.540437	0.540437	0.533680	0.375713	0.328571	0.328571	0.540437	0.394665	0.540437	0.540437	0.540437	0.394665	0.540437	0.241677	0.540437	0.241677	0.540437	0.540437	0.540437	0.595333	0.595333	0.241677	0.241677	0.241677	0.595333	0.241677	0.241677	0.040771	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	0.595333	
0.192072	0.192072	0.435521	0.073624	0.730708	0.730708	0.192072	0.655354	0.192072	0.655354	0.787618	0.590866	0.787618	0.435521	0.236308	0.787618	0.693902	0.269094	0.787618	0.375713	0.435521	0.435521	0.693902	0.435521	0.266246	0.435521	0.244172	0.375713	0.435521	0.611884	0.435521	0.329900	0.435521	0.375713	0.375713	0.375713	0.194773	0.375713	0.540437	0.540437	0.375713	0.375713	0.065140	0.065140	0.375713	0.056212	0.375713	0.375713	0.257243	0.540437	0.540437	0.375713	0.529691	0.375713	0.251091	0.540437	0.533680	0.533680	0.394095	0.533680	0.533680	0.026839	0.533680	0.004418	0.533680	0.533680	0.595333	0.540437	0.540437	0.375713	0.540437	0.533680	0.540437	0.375713	0.241677	0.540437	0.241677	0.595333	0.540437	0.375713	0.375713	0.375713	0.383759	0.540437	0.241677	0.595333	0.241677	0.241677	0.241677	0.260334	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	0.241677	
