14	14	11	11	14	
4	14	5	8	14	
15	3	8	5	14	
5	5	14	5	14	
5	14	7	11	6	
10	11	14	12	11	
5	5	14	14	15	
6	17	5	11	14	
12	3	2	14	14	
5	2	14	14	14	
14	10	13	14	14	
3	4	15	7	13	
12	2	7	14	5	
8	14	14	6	14	
4	5	11	5	14	
14	2	14	5	14	
3	3	3	14	4	
7	6	14	15	5	
7	8	8	14	14	
2	14	5	14	5	
11	5	5	14	11	
5	2	5	15	15	
3	14	14	14	5	
2	7	5	14	14	
2	7	4	5	11	
2	14	14	5	14	
15	15	5	14	15	
20	5	15	15	15	
5	7	14	17	8	
10	5	14	8	14	
14	2	5	14	14	
14	17	14	14	10	
10	19	17	5	14	
17	13	7	14	20	
2	14	14	17	5	
14	8	12	14	14	
4	14	7	14	11	
4	7	4	4	14	
5	3	13	8	15	
7	7	3	14	7	
11	5	6	15	17	
4	15	5	14	8	
15	15	5	13	14	
2	12	14	13	14	
2	5	5	5	14	
20	14	11	11	5	
14	3	14	14	14	
19	5	15	5	5	
3	14	14	14	5	
6	11	5	14	15	
