3.420979	0.442246	0.427985	0.491846	0.442797	0.406166	0.392224	0.480740	0.392627	0.360218	0.467086	0.389396	0.403601	0.402635	0.387382	0.346400	0.336034	0.414148	0.366752	0.410011	
0.469268	2.189867	0.478357	0.600469	0.427471	0.417368	0.501435	0.395505	0.430189	0.461139	0.393313	0.357627	0.419635	0.402428	0.380809	0.407911	0.385689	0.373186	0.392728	0.368984	
5.434143	0.593043	0.463982	0.505109	0.585413	0.478140	0.408884	0.440826	0.360168	0.447188	0.493607	0.388895	0.402449	0.396371	0.462109	0.357320	0.378234	0.373906	0.417421	0.351216	
0.390265	0.468512	0.539388	0.373560	0.409255	0.414236	0.355864	0.411614	0.487214	0.438745	0.397144	0.417682	0.385042	0.363853	0.423070	0.403320	0.406545	0.372235	0.362184	0.388810	
0.490414	1.738466	2.314058	0.422654	0.354170	0.458815	0.527322	0.438885	0.426753	0.394450	0.494040	0.415191	0.400969	0.412475	0.370628	0.439554	0.412874	0.349835	0.401831	0.365610	
0.574328	0.482617	1.001431	0.516719	0.467484	0.436355	0.529474	0.355430	0.432088	0.495000	0.373095	0.414284	0.418437	0.379199	0.389101	0.411290	0.387815	0.350730	0.363089	0.412363	
3.407584	3.320823	0.735535	0.435391	0.505117	0.398775	0.544907	0.438026	0.410735	0.381664	0.349796	0.386399	0.429874	0.404373	0.414706	0.394764	0.411227	0.401786	0.399106	0.390937	
0.664978	0.641459	0.360673	0.521878	0.398201	0.371115	0.414819	0.471671	0.475322	0.419814	0.392769	0.377303	0.381395	0.435736	0.388644	0.385175	0.402235	0.436327	0.349028	0.362233	
0.674883	0.602528	0.453641	0.492447	0.452468	0.548773	0.479021	0.423480	0.388892	0.384659	0.379371	0.401906	0.406841	0.372760	0.399715	0.427226	0.356382	0.367291	0.391901	0.391824	
0.711312	0.550861	0.390195	0.454215	0.492044	0.466981	0.409440	0.462620	0.431642	0.428658	0.404893	0.419905	0.365609	0.416796	0.374978	0.406860	0.373089	0.412476	0.370076	0.446353	
2.185202	0.430946	0.454518	0.416833	0.482882	0.437032	0.511154	0.416722	0.385923	0.372489	0.361869	0.356093	0.414152	0.414058	0.390520	0.403781	0.390843	0.336551	0.392709	0.372083	
1.460205	0.791208	3.090721	0.609238	0.451549	0.487104	0.519196	0.392766	0.432877	0.406533	0.463391	0.423647	0.397381	0.427671	0.391185	0.360963	0.380928	0.364282	0.399464	0.368336	
2.092442	1.128031	0.594159	0.433358	0.434020	0.466635	0.403660	0.420334	0.451574	0.370581	0.439013	0.407409	0.393421	0.420860	0.376610	0.373031	0.374542	0.409833	0.386201	0.376993	
3.387887	0.508340	0.426920	0.507063	0.462337	0.516765	0.382097	0.383928	0.394404	0.396566	0.358841	0.442089	0.433272	0.416462	0.417481	0.364874	0.389349	0.383225	0.351230	0.371197	
0.957191	0.975013	0.497612	0.569876	0.553522	0.401782	0.475697	0.473500	0.519363	0.447342	0.417372	0.392577	0.378546	0.386150	0.413192	0.389826	0.377282	0.371246	0.368188	0.365003	
0.548288	1.244574	0.556982	0.447209	0.467288	0.453767	0.411764	0.423201	0.437488	0.379069	0.400484	0.365970	0.398065	0.393084	0.346169	0.388022	0.395214	0.359581	0.380848	0.405482	
0.728716	3.984814	0.508927	0.804913	0.414059	0.525421	0.388803	0.384674	0.561636	0.429218	0.386520	0.377608	0.444274	0.399932	0.380503	0.408417	0.400243	0.380106	0.378270	0.400375	
0.448296	0.491978	0.547694	0.489012	0.424750	0.571936	0.472548	0.496159	0.468277	0.421951	0.386581	0.492545	0.379476	0.429224	0.361282	0.428785	0.402059	0.409344	0.398820	0.410188	
1.057227	0.632767	0.480039	0.391325	0.409578	0.484736	0.409538	0.514355	0.344072	0.469093	0.366436	0.397486	0.416176	0.373310	0.402406	0.382241	0.383040	0.413908	0.414771	0.453035	
0.661473	0.524680	0.524852	0.555466	0.481662	0.442973	0.478306	0.481904	0.391403	0.414845	0.409930	0.401642	0.389395	0.409379	0.411705	0.427745	0.377478	0.364113	0.404578	0.397925	
1.438267	0.552484	0.581932	0.470911	0.504322	0.371132	0.530237	0.406714	0.398113	0.380159	0.412269	0.439230	0.394793	0.378234	0.398166	0.400305	0.407711	0.453367	0.416686	0.404910	
3.981064	0.656926	0.510297	0.427818	0.389601	0.432203	0.407037	0.441785	0.379605	0.407615	0.383537	0.409952	0.467122	0.406813	0.353515	0.357849	0.396472	0.383174	0.391920	0.399628	
2.832622	0.489150	0.544718	0.531161	0.546777	0.417193	0.441456	0.391189	0.398561	0.387588	0.385889	0.384690	0.425121	0.400182	0.385840	0.393046	0.348199	0.368458	0.389473	0.398464	
0.608012	1.074719	0.467401	0.464330	0.479498	0.507412	0.412882	0.438708	0.390439	0.449609	0.394976	0.388252	0.395458	0.365442	0.406304	0.390340	0.378411	0.368842	0.421828	0.398333	
0.518930	0.431307	0.367730	0.443028	0.454596	0.378383	0.474640	0.490244	0.400385	0.407743	0.397128	0.435714	0.371235	0.403043	0.357745	0.402357	0.399561	0.389593	0.356093	0.393046	
1.600712	0.494612	0.610603	0.494916	0.470212	0.472838	0.464401	0.503015	0.363710	0.442559	0.337429	0.449429	0.423164	0.437596	0.405599	0.413911	0.341379	0.417216	0.406469	0.405386	
1.232613	0.778598	0.397846	0.503137	0.384657	0.485619	0.349355	0.409712	0.442963	0.411320	0.391978	0.382552	0.387725	0.374077	0.376599	0.420604	0.404422	0.394784	0.422510	0.384406	
1.146723	0.430986	0.446230	0.459525	0.478661	0.390534	0.447578	0.458591	0.407803	0.398372	0.416085	0.410472	0.373610	0.361769	0.433896	0.406103	0.404681	0.404611	0.400096	0.424915	
1.143767	0.489738	0.463218	0.474494	0.513412	0.475880	0.426457	0.382725	0.465669	0.394415	0.398162	0.441932	0.364516	0.392747	0.378289	0.395088	0.411394	0.349285	0.351577	0.337705	
1.619448	0.646020	0.753540	0.597946	0.390138	0.485760	0.388945	0.442010	0.402132	0.385726	0.361681	0.406446	0.391149	0.391274	0.386454	0.392536	0.391712	0.418871	0.334632	0.395861	
0.732029	0.654232	0.871123	0.500744	0.452442	0.456714	0.409842	0.454538	0.405756	0.472088	0.437722	0.444242	0.340058	0.422751	0.391794	0.388481	0.412537	0.441359	0.397267	0.402926	
0.686838	0.696208	0.400941	0.566983	0.430921	0.523604	0.504332	0.400311	0.523409	0.425335	0.405267	0.389350	0.409336	0.399297	0.406517	0.383295	0.417436	0.380533	0.549825	0.896485	
1.126989	0.536059	0.479680	0.472606	0.498018	0.523835	0.421838	0.418686	0.486505	0.422153	0.378126	0.392691	0.415534	0.385789	0.441501	0.390360	0.404254	0.437790	0.358757	0.367365	
0.492083	0.696378	0.476305	0.475886	0.468073	0.453739	0.450331	0.368068	0.412088	0.436806	0.431961	0.409542	0.408412	0.383541	0.381644	0.388795	0.387791	0.404777	0.365703	0.417881	
0.400974	0.454169	1.014538	0.489830	0.386524	0.465206	0.403743	0.485611	0.391939	0.392095	0.422477	0.431584	0.441475	0.419864	0.453472	0.396901	0.406123	0.356376	0.454029	0.523747	
0.460289	0.474234	0.469594	0.518378	0.481985	0.601477	0.432771	0.425295	0.396513	0.388359	0.409734	0.412448	0.375197	0.380463	0.415811	0.405643	0.411385	0.388847	0.451627	0.391713	
1.231101	0.643301	0.455727	0.460847	0.494451	0.446795	0.431967	0.407763	0.469000	0.410941	0.478886	0.425611	0.376423	0.438906	0.417595	0.362759	0.378518	0.411428	0.410369	0.420859	
4.485483	0.629909	0.496844	0.401599	0.471942	0.412723	0.424821	0.523343	0.413232	0.474685	0.402687	0.405196	0.397805	0.406667	0.373039	0.362086	0.385163	0.428469	0.368252	0.356451	
0.456049	0.624880	0.431219	0.477185	0.407618	0.450079	0.480652	0.504756	0.404922	0.425348	0.477761	0.450478	0.447364	0.401503	0.390130	0.371715	0.510685	0.405148	0.425655	0.454236	
7.952851	1.151664	0.642810	0.407834	0.418584	0.410268	0.374120	0.430719	0.381937	0.477938	0.372086	0.391966	0.382060	0.411913	0.436547	0.364680	0.420736	0.382677	0.359819	0.363587	
1.737019	0.546605	0.605375	0.517226	0.448084	0.424521	0.576081	0.401433	0.399209	0.429501	0.395397	0.373090	0.396674	0.376887	0.449481	0.388737	0.405276	0.384799	0.428969	0.385353	
0.517998	0.737918	0.766964	0.420722	0.462439	0.481476	0.492640	0.446213	0.477571	0.446139	0.393225	0.396924	0.392256	0.414060	0.397648	0.389055	0.378329	0.397972	0.427117	0.364210	
4.041065	0.630895	0.584933	0.470339	0.442050	0.516216	0.431213	0.439925	0.418568	0.378346	0.405648	0.396812	0.371593	0.400377	0.377794	0.488310	0.406147	0.374137	0.436142	0.373764	
0.422048	3.434122	0.539482	0.512452	0.456328	0.558932	0.398422	0.427399	0.469986	0.413896	0.381270	0.413947	0.370393	0.474554	0.390602	0.385046	0.389459	0.394859	0.372848	0.478556	
0.520020	0.928452	0.562036	0.482096	0.414673	0.356701	0.422505	0.431678	0.463041	0.381268	0.437454	0.395765	0.396920	0.375584	0.386281	0.445548	0.375472	0.368752	0.413386	0.417987	
0.566717	0.561429	0.479133	0.444297	0.608296	0.543134	0.324704	0.440132	0.478408	0.475273	0.429459	0.419918	0.398425	0.429573	0.787188	0.369815	0.410375	0.407278	0.448740	0.405463	
6.505113	0.982229	0.509355	0.434569	0.472136	0.478545	0.453593	0.450437	0.396853	0.423138	0.487991	0.372549	0.340438	0.441219	0.391048	0.390788	0.398294	0.403181	0.404552	0.415247	
0.544105	1.250923	0.583570	0.531078	0.472165	0.454773	0.453627	0.498610	0.403832	0.789443	0.439139	0.367014	0.383846	0.391611	0.423090	0.426084	0.403038	0.377275	0.367487	0.452939	
1.386095	4.507535	0.492431	0.542020	0.399105	0.435934	0.434649	0.457475	0.336955	0.446666	0.415860	0.398801	0.397925	0.459198	0.438548	0.474427	0.409527	0.369961	0.384110	0.350357	
0.371245	0.491234	0.537290	0.478516	0.387631	0.370191	0.467248	0.493543	0.357829	0.425254	0.415770	0.427682	0.419851	0.420847	0.433931	0.423718	0.418957	0.396110	0.419157	0.367351	
