45	45	10	10	29	
46	45	29	90	45	
45	98	90	90	45	
56	71	45	29	45	
70	29	68	10	56	
90	10	29	71	10	
56	29	45	45	33	
56	27	70	10	45	
28	98	71	45	45	
56	31	29	29	45	
6	90	90	45	45	
98	46	33	68	90	
68	31	68	29	29	
90	45	29	56	29	
26	56	10	70	45	
29	31	45	29	29	
98	94	98	29	45	
68	56	45	56	29	
68	90	90	45	45	
31	45	29	45	29	
10	56	56	45	10	
29	52	70	90	33	
94	29	45	45	90	
3	68	29	45	45	
52	68	46	70	10	
31	6	45	29	45	
21	56	70	29	90	
26	29	56	33	33	
71	68	45	45	55	
90	70	45	90	45	
70	21	70	45	45	
29	27	45	29	45	
90	87	45	41	45	
27	90	68	45	70	
21	45	45	45	70	
45	90	71	45	45	
23	45	68	55	10	
46	68	46	45	45	
71	94	90	90	33	
68	68	98	43	68	
10	71	56	33	45	
18	21	29	45	90	
45	33	70	90	29	
3	28	29	90	45	
79	2	70	70	45	
26	29	10	92	79	
46	98	45	45	2	
87	70	33	29	86	
98	29	45	45	29	
56	10	56	55	33	
